depth_top	depth_bot	duration	dur_unc
2304.925	2306.734	100	7.0
2306.734	2308.64	100	4.0
2308.64	2310.512	100	5.0
2310.512	2312.476	100	5.0
2312.476	2314.419	100	5.0
2314.419	2316.383	100	5.0
2316.383	2318.388	100	5.0
2318.388	2320.327	100	9.0
2320.327	2322.204	100	8.0
2322.204	2324.151	100	8.0
2324.151	2326.041	100	7.0
2326.041	2328.036	100	5.0
2328.036	2330.122	100	5.0
2330.122	2332.095	100	6.0
2332.095	2334.203	100	5.0
2334.203	2336.181	100	6.0
2336.181	2338.225	100	6.0
2338.225	2340.311	100	8.0
2340.311	2342.129	100	5.0
2342.129	2344.151	100	5.0
2344.151	2345.999	100	5.0
2345.999	2347.312	100	5.0
2347.312	2348.483	100	5.0
2348.483	2349.599	100	6.0
2349.599	2350.752	100	5.0
2350.752	2351.851	100	3.0
2351.851	2353.082	100	7.0
2353.082	2354.561	100	10.0
2354.561	2356.041	100	9.0
2356.041	2357.051	100	5.0
2357.051	2358.106	100	5.0
2358.106	2359.174	100	2.0
2359.174	2360.511	100	6.0
2360.511	2362.161	100	4.0
2362.161	2363.936	100	7.0
2363.936	2365.749	100	6.0
2365.749	2367.017	100	5.0
2367.017	2368.114	100	6.0
2368.114	2369.23	100	4.0
2369.23	2370.332	100	6.0
2370.332	2371.457	100	7.0
2371.457	2372.587	100	6.0
2372.587	2373.853	100	6.0
2373.853	2375.166	100	4.0
2375.166	2376.579	100	5.0
2376.579	2378.228	100	5.0
2378.228	2379.764	100	5.0
2379.764	2381.259	100	8.0
2381.259	2382.732	100	4.0
2382.732	2384.281	100	5.0
2384.281	2385.789	100	3.0
2385.789	2387.293	100	4.0
2387.293	2388.826	100	3.0
2388.826	2390.366	100	2.0
2390.366	2392.07	100	4.0
2392.07	2393.729	100	5.0
2393.729	2395.599	100	3.0
2395.599	2397.31	100	4.0
2397.31	2398.998	100	5.0
2398.998	2400.28	100	7.0
2400.28	2402.21	100	5.0
2402.21	2403.599	100	6.0
2403.599	2404.783	100	7.0
2404.783	2405.945	100	5.0
2405.945	2407.522	100	6.0
2407.522	2409.379	100	6.0
2409.379	2410.917	100	4.0
2410.917	2412.671	100	6.0
2412.671	2414.642	100	6.0
2414.642	2415.984	100	5.0
2415.984	2417.137	100	4.0
2417.137	2418.665	100	5.0
2418.665	2420.681	100	3.0
2420.681	2421.843	100	6.0
2421.843	2422.912	100	5.0
2422.912	2424.001	100	7.0
2424.001	2425.126	100	5.0
2425.126	2426.126	100	4.0
2426.126	2427.186	100	3.0
2427.186	2428.294	100	6.0
